5
74
207
468
825
1342
2115
3208
4365
5554
6839
8828
10593
13062
15531
18544
21493
24666
28223
32068
36233
40750
45779
51192
57021
62498
69319
76076
83473
91638
99483
107296
116293
125738
135439
145556
155737
167102
178787
190440
203053
216562
228983
242140
256225
270886
287051
303216
319925
337146
355295
373284
392617
411630
432467
453688
475709
497058
520135
543852
568145
592374
617915
642592
669573
696874
723951
751764
780313
809182
839427
870344
901389
933842
966071
998364
1032737
1067430
1101579
1137392
1173909
1210938
1248287
1286660
1325705
1365870
1404947
1446872
1488637
1531938
1576263
1620684
1665841
1712118
1758491
1805888
1855109
1907082
1959023
2010420
