17
56
118
203
311
442
596
773
973
1196
1442
1711
2003
2318
2656
3017
3401
3808
4238
4691
5167
5666
6188
6733
7301
7892
8506
9143
9803
10486
11192
11921
12673
13448
14246
15067
15911
16778
17668
18581
19517
20476
21458
22463
23491
24542
25616
26713
27833
28976
30142
31331
32543
33778
35036
36317
37621
38948
40298
41671
43067
44486
45928
47393
48881
50392
51926
53483
55063
56666
58292
59941
61613
63308
65026
66767
68531
70318
72128
73961
75817
77696
79598
81523
83471
85442
87436
89453
91493
93556
95642
97751
99883
102038
104216
106417
108641
110888
113158
115451
